,user_address,ens,time_since_first_tx,total_gas_eth,number_of_txs
2653,\x7b800021e2529d26f45f4f7a3d0d91a3706ace19,,1359 days,9.6674,597
2654,\x7b841b37778e193d9ea6b93c6ed23ddf5879fe8a,,54 days,0.6554,34
2655,\x7b8b8a1ecb4ee03007ae10e64d09d1281c25f9ba,,1224 days,1.0227,139
2656,\x7bad2138b818079db0bc7df5185b6bae9589370d,birdynomnom,1298 days,6.5096,971
2657,\x7baf191cfaa4a0b08991fb728179baaf3917836a,baudrillard,230 days,6.5001,739
2658,\x7bb09046c5835b3e7ee83c3fddb51b0ac51bae7c,,125 days,10.3501,161
2659,\x7bb24f9ae8843590fabf42e049577e2ba68afa0e,pooldaddies,337 days,2.5141,305
2660,\x7bb3fad216678a47caeed210123fc9e9e263030e,,119 days,15.5865,163
2661,\x7bbc6f3cdccfcf03cb062856e751b8950dad812b,,190 days,3.8511,478
2662,\x7bd28f10caa7454e84de00b66bf27f6ed1af5c4c,degenmoneymarkets,158 days,6.2143,608
2663,\x7bd4fb369068f29a15c159b27fa66f3e628eefd4,,1563 days,1.0189,153
2664,\x7beaa6a31455ffce6424524696346ff6677ebc84,,331 days,5.7337,240
2665,\x7befcf876b182b65f1254cd0d5dced56b18e3b25,,21 days,0.0202,6
2666,\x7bf8bf27e3f300fece90eb785e4f09aba827edde,kthings,189 days,0.5868,93
2667,\x7c03c6fc64293c460be652f4015ad232e695ac8e,,31 days,7.1385,161
2668,\x7c0830c2fc55e23d23eea9ae8536bdb43dcaba4c,,1477 days,9.5299,715
2669,\x7c121489e50e6672bbb59cc4c3fc86eaa8fb8364,,34 days,7.5741,498
2670,\x7c2d333a74c6273738009b64308159ba6c52fe4d,,43 days,2.7285,207
2671,\x7c4b4005e1e59b4b461951c38ea14516e6b22eb0,bigbossrabbit,23 days,0.2919,94
2672,\x7c54effe7bc3906b6ffe7390c8bf9afd67089409,,364 days,0.4823,66
2673,\x7c6553933a471b43ce3a76a02245c5162c82522c,vegsurfer,183 days,16.185,738
2674,\x7c8263e38a6c0168015169a6b6f86eef1f271d71,,409 days,21.8041,1753
2675,\x7c849bb745e4bc37a3854d9796b2789fb4374db9,,00:00:00,0.4432,1
2676,\x7c88df0fc154d7cfd19489e948775195a5649058,proxx,130 days,8.4049,407
2677,\x7c8e9d6d95023a0c588a5220e5072bac59d3abc9,,189 days,2.3825,99
2678,\x7c91c7a566562924c283b3d2b0cc80049be77c97,,129 days,0.8907,111
2679,\x7ca175122ac723bba020b09a320129d01641fa7f,,3 days,0.0489,4
2680,\x7caa9f43822e288782e3e8797c8a16774c689b3d,amazon’s,154 days,11.3972,774
2681,\x7cabb73f5b840b245ec2528751445da1f6dd7eee,,174 days,13.5762,1465
2682,\x7cacf6e3340d798ee83e0cf55ee0a85a464103c3,,58 days,16.255,145
2683,\x7cbe05f851f3e0f266d29b10a55959bb1ebe303d,,18 days,0.7922,33
2684,\x7cd29e0df7e442068e5751b638c9086fb62c50fa,,80 days,2.4921,122
2685,\x7cd50d621de372a92f324b5d62173f4ba344ce50,,374 days,7.0113,148
2686,\x7cd7cdfbcf80f580a9ee317b607f200423d6bb54,,45 days,2.1308,312
2687,\x7ce180ea14b2a5caeefcea237a90997a949c094f,,154 days,0.5083,21
2688,\x7d00fe49f4b4aa2fbe603e3521ab4adaecb22b8c,,162 days,1.7479,52
2689,\x7d0bc9ad579e155b9935719df2cd88460934457e,,156 days,0.118,13
2690,\x7d112b3216455499f848ad9371df0667a0d87eb6,treesnakecat,163 days,47.2237,1810
2691,\x7d1680b9f25830ed35dd826d4a892a87ffe4eae3,,2 days,0.2262,3
2692,\x7d1c99a22a25234bdc6a2945cfc9fa3dc8ccf8ef,,21 days,0.9464,52
2693,\x7d28cd2cdcdb0b2db1e4d8b4be7f3e9efe5514d5,,8 days,1.5489,11
2694,\x7d2a4cb32526cd566ee82fbab5e52073ff80cc57,adriatique,187 days,2.4185,196
2695,\x7d2f19a1cd262255cde63024ffd5bd3961fb0ad3,,35 days,20.6127,152
2696,\x7d2f3759c6f870e8bbdab368a7d7e158e41761ea,,10 days,0.2448,27
2697,\x7d378ed22143f32fc86d0acc463eb0adc29143d2,,170 days,2.2423,178
2698,\x7d38cfba886bc11828d5c6a5ecdd49550e8a57a0,chromorphs,66 days,1.7009,222
2699,\x7d42611012fdbe366bf4a0481fc0e1abf15e245a,jeffgdavis,958 days,20.7858,1446
2700,\x7d551b4aa5938d18be5c5e9fde7fece9566611ba,0xelm0,66 days,14.5809,1628
2701,\x7d56477ddf1d6d0dc334e9ddd9e2d8e9a44e3293,,5 days,0.9035,23
2702,\x7d602b32acd5942a619f49e104b20c0553c93405,,215 days,8.4436,156
2703,\x7d7e3cfeb198829310b0aaa5ba35f63f152d7d57,scottym,64 days,7.7395,136
2704,\x7d81251c7e6091508967b2defc61dee86548335e,,4 days,0.2363,14
2705,\x7dab9359a5577915bb6b1bc1e057d9d3cd3ea117,,170 days,5.7339,123
2706,\x7db5255041e2058bc40d0b07c8e36da0de37baff,mirage88,483 days,12.7711,900
2707,\x7db7f636eb50ab2734b587a4eb0ee3e8e75d5254,mattyjr,255 days,43.799,2578
2708,\x7dde66a8b9d1cc91526255e25ea400fe9a1d8f4f,hizenberg,125 days,2.6781,373
2709,\x7de871f520228b7a9b9fe2c718766f07a261c56c,peterj,193 days,14.5041,715
2710,\x7dfa807e4969c3ea7883b2cffbad25d6d4b71bc5,,37 days,0.2507,42
2711,\x7e1068826876fe15a5cca69e7467e98a4d8c42b0,,76 days,3.3468,316
2712,\x7e1403d92afafbe00d71a6ff2d3a756fd93326cf,,164 days,4.0925,251
2713,\x7e345a2a7c6ab50eeba694b4a5f98898eca59bcc,tremor,122 days,18.2321,501
2714,\x7e3569b7d799ffee7a4b446c29c3c19d1d5e63ad,,31 days,1.9015,154
2715,\x7e371b476e0d50fda75eb33150efb212561fdda8,,21 days,1.9885,184
2716,\x7e3b9e461d1ccd4d0ec4cf09fc1de9d6d4e335ac,,380 days,26.9386,1368
2717,\x7e3ce0459463138782b86a7ac566cbd34e3d75cf,,117 days,2.7566,107
2718,\x7e442043d948e0b4b8715ac26cc910b089fe684f,,67 days,2.9835,102
2719,\x7e457c4e707a9b02c8067ca5510e5c3c022ae141,,4 days,0.0797,17
2720,\x7e4e8c6785e2f8e483def334557dbc813e624df8,,9 days,0.2324,12
2721,\x7e5087cdd22c6f3ffdbe2ac5b3f87661bdebc717,,00:00:00,0.33,1
2722,\x7e5124202b1a177cbc254b2c2262541682f20601,,180 days,6.7219,474
2723,\x7e5ce10826ee167de897d262fcc9976f609ecd2b,,1618 days,4.2836,704
2724,\x7e5f4f1ec872a0b238df6ec3d9454275a0359aa4,,43 days,0.1742,27
2725,\x7e6d4810ea233d7588e3675d704571e29c4bcbba,radixart,1119 days,5.0896,280
2726,\x7e6ff954338baee643404e25e9b839e074a48ed8,,7 days,0.9064,11
2727,\x7e7089f61a371f2872b3b495967c98bebb3311cd,,174 days,9.0311,167
2728,\x7e741d3d59e4fb678360dcd11b9e46ea5abda389,,14 days,1.989,55
2729,\x7e79bdf4739f6b42d20617a2ca56b96ed87463b6,,150 days,0.3866,56
2730,\x7e8d6380b45d33ee8be40635484bce7c362536b2,,140 days,6.4175,313
2731,\x7e926d7f4b9361f1a553f8eb54321092930ef401,,43 days,7.8098,250
2732,\x7eb9693402e49a781ac616a0e5b939ba22bb43a6,,230 days,8.3684,705
2733,\x7edb0cbfe1217fe53af0fb871d92c1c627c6673c,,820 days,3.5217,401
2734,\x7edc591c7fff14202142acb3f9d3f3d0377f7c7e,,15 days,0.0348,3
2735,\x7ef46a61b8eb0b8de2268d24a268f874faf5889e,,32 days,0.1572,8
2736,\x7ef61cacd0c785eacdfe17649d1c5bcba676a858,,43 days,16.7421,442
2737,\x7f10a908d757bed1c74fb285000f6c2a238fb2c6,,60 days,0.2502,16
2738,\x7f169908e60cfeaa2816bf59ba921e17bc2edb36,,60 days,4.041,96
2739,\x7f188acc578ae5cbf5639177e62ce5019fc6f99a,,167 days,1.812,177
2740,\x7f1cd22f3e8dfac287cb6b1d29a4d28ecb797b9c,,335 days,6.574,273
2741,\x7f314be00306b7ce9b186f437574e52b5dfb384c,,61 days,0.5516,142
2742,\x7f5a0a6847fd0fa05c13cbc02f435047b429e37c,lorenbednar,217 days,5.7718,415
2743,\x7f64752891c1f6609fbbfcc6c11b7d7b5fe2875e,2girls1rock,144 days,5.6353,512
2744,\x7f64c6e6908de72221a06a06b4a02a6546a4d6d2,,153 days,0.5054,139
2745,\x7f778f2695e7c892d355fc5ac06d2c4abc7507f6,,53 days,0.0914,9
2746,\x7f77e3481f1583b14223029755cfe87ebc9b70a0,,12 days,0.5217,48
2747,\x7f7d51372c714e8da88026f9925a7e0dd60e8237,,54 days,2.1392,99
2748,\x7fa0766f45c9e8e07847afd4c0478a72998832c6,,168 days,0.1178,15
2749,\x7fa0bbf4856bf37ea8d0e9d1b47514abf17beb84,noble1,159 days,1.5125,194
2750,\x7fb8f9e35b312a3828f1c24f1d2008e6cdf7bf96,,77 days,25.6625,427
2751,\x7fba072905766015cd35c5778717d593a9acc353,,2 days,0.2841,4
2752,\x7fba88d457ea4b888f10cbecc101f86e36281810,,11 days,0.8965,48
2753,\x7fcf1e35276b298244046a5dd00df6874a5c21fa,nfttyler,25 days,8.7012,210
2754,\x7fd29e547dc2d2ec3773457295a98893a0db2e05,,197 days,2.255,222
2755,\x7fd3b3e36c34a4e898a640d1e4a01335968c78f5,,62 days,1.5889,29
2756,\x800c3b75063269269d276c06a3056f4344123a85,,9 days,0.259,13
2757,\x8011f9bb55e6beec05bce1e64ff669eac33afda4,,188 days,13.758,1208
2758,\x802b18d5d73bcb74a38acf28a6ee8a5064d03125,rokit,235 days,0.2689,53
2759,\x803647497a661b08d434d86279888d393ed4f9fe,,2 days,0.5632,7
2760,\x803670ed3227eb7122e5c8746adbf5e5fbae8f2f,,3 days,2.8044,16
2761,\x803b66997aa50c08480c305c7d4fda49310dc4e8,,405 days,105.338,5836
2762,\x804a6d1a4201aa4f17f7dc86aae24bf07333de95,,1314 days,16.9457,839
2763,\x8069032950b46a8c51aace80a943a0b4e2e49fb6,,181 days,10.706,1087
2764,\x8070ad1a8dddfdfcd8216780e071013f7baf6ba5,,15 days,0.0957,10
2765,\x8072566fcdbe9e1827c57a8091085a3095bd4cf0,adrianjean,165 days,6.945,375
2766,\x80912cac61261902247728872e87c7a89ca8fa49,,124 days,7.8621,183
2767,\x809fd9c429ba301da0873879bd28c6809334a00a,,108 days,6.7194,287
2768,\x80a2a7f7216515a13992dba1959f2a38860c9e9f,basedson,97 days,5.2994,653
2769,\x80a80978aa2f0147ede29409313c4955f1eecca0,betadao,1355 days,1.5726,123
2770,\x80b6fcb3a21651db29f5fa1ee5b0cc401c40eba2,,1550 days,1.8879,81
2771,\x80c939f8a66c59b37330f93f1002541fd4e51aa2,🍺🍺🍺,182 days,22.0019,2684
2772,\x80d2a59204a36eef6d3266c86dee53590ea06d32,,24 days,0.2461,15
2773,\x80d4495dd9c0c8fa110f5173ae352a7a56801961,ashita,275 days,17.9967,1307
2774,\x80e1069830e37e2cde5e9678636fcccea63b890d,,00:00:00,0.3882,1
2775,\x80f73f59a8d1e04983449e11885bb66dd8e08428,,3 days,2.1349,10
2776,\x810c3243032f3ac57e9351812f116c3ee6953c18,depressing,133 days,24.725,906
2777,\x810ccbeacd3f139a956d69eac47ef0cb89591c88,,1359 days,9.308,966
2778,\x81121f57590e549f8077d9cc39cefbcfc6d5f45f,,00:00:00,0.33,1
2779,\x8132a7916be5ca82de123dc97b5258951c260903,,9 days,0.4132,16
2780,\x81345778dfd98c67bd2d982e0af46a58a77bab0d,,00:00:00,0.6203,1
2781,\x813ea3b0dc553400f563d7eae85b1366318bb8be,,6 days,0.1611,18
2782,\x8166c3fc9433aa9ad7aa72a6ecf45bbda44e2d35,,162 days,9.4163,578
2783,\x81b47c0803e94768bdb05b9b00b18d609579dccb,,995 days,18.2727,1370
2784,\x81c197a710dc009e3f29d7328e67e2059c195b72,,2 days,0.5608,7
2785,\x81c2eee2902eda6db28a448d8a814f221718ba2d,,65 days,1.0038,154
2786,\x81cd1b1e4b5fd9e18fcb4f16b1e56c939ee2a5d4,,4 days,0.4519,10
2787,\x82028b963b67914d4f67ec0b50ccf24e96dcdec5,ust,61 days,2.5512,372
2788,\x82397c3222c3797aa8c01eb05c316070281cd779,leeandhester,206 days,16.0959,1149
2789,\x82466928c6cf6984b723a653b3faa3e8206e09c8,,140 days,11.2103,433
2790,\x824c14537bc5ca0903ce68a368ce37dd9741af25,,324 days,4.629,330
2791,\x824cc2c5842b7f3eec05608e98ed15724e936636,,00:00:00,0.3882,1
2792,\x824f36f593069c8e399882c7175e5be425bb204c,,333 days,20.8709,630
2793,\x82651ecc322ddeaa62708a18b5d64f8877b10041,,54 days,1.0645,39
2794,\x8268cf783c5809da09035bf63c6a518328c27e58,,360 days,1.4347,74
2795,\x8282495b01698cd72ac12411864b9bd0e1aae19f,,36 days,5.6424,146
2796,\x8284ab17cbfece9be432f9697ad4febbf2ab67a0,jas0n,178 days,2.9586,192
2797,\x8285a64daa59e830bf6861f35f36e9ead2708529,,17 days,6.5936,126
2798,\x82b47799859e354eac6dba1d0f6dd5b45124c14b,adidasus,158 days,18.4805,1555
2799,\x82dbe88f5e7e420d5cb8e9c32e639a01a942dbd3,,165 days,0.8493,98
2800,\x82e96c06f8cb1d627c195ca099e40a18b4a7a404,,2 days,0.2062,3
2801,\x82ec71e4180c0d90f2776d69cc97f2ca380be7c4,,42 days,2.2719,232
2802,\x82fcfc4c7141c5153a2357cda35cf805c17a6d1d,,150 days,3.3602,139
2803,\x8304dc7730e99b01755e38f717c4d0b9f3323dcb,,354 days,6.6721,639
2804,\x83064e29b99076692ee89a80ba88e906df5eb3f5,,360 days,7.3669,524
2805,\x83161d2aacfc583607f9598452d5ba3f379ae3e4,,377 days,1.0482,156
2806,\x83193f450e9194282d2e83bb58464fe4fa7bbb7f,,185 days,0.9951,89
2807,\x8321795bdace7428d4fadfa30c2ee8e727e491e5,👉💩🔥,1538 days,7.6046,721
2808,\x833322dcf87ffca2bd9e4ddc8d0b8cbaecfc0f6f,,00:00:00,0.4432,1
2809,\x83556923507d4c78ba3259a93002a2fa37181d1d,nendick,189 days,11.279,548
2810,\x8358305333cbb564148cf9fb44f3134f2208421a,simiman,394 days,12.0219,889
2811,\x83839be4bfe8ea3ce0a19f1434555ac4d4eab977,emissary,203 days,4.3975,483
2812,\x8388dca6e2eb94242d369fa8ba563c12e03b499e,,24 days,16.8421,518
2813,\x83aa851ab4e5859397bed61d840e560e61e90683,,13 days,0.0898,17
2814,\x83ad5b31dd251b0c390b3cfd878b76d6b1ed1a7b,,43 days,5.9256,254
2815,\x83c45505b14284233449119f6fae8e9331a13042,,164 days,1.0987,99
2816,\x83cd2b925293e1f096c58b68fb3259a64e156d8a,,174 days,3.393,235
2817,\x83e0bb9c64e1873cbf74f8281540c54e8e347730,,162 days,0.3041,18
2818,\x83e799564346b89359fc398f7e402edcdbe4e4db,,152 days,2.038,227
2819,\x83ed91ccab30405886096b36d45e429e58f801ae,,240 days,8.588,600
2820,\x83f3b1a2ae2b2addf03f80f33e3bcd7caa1ee73c,,68 days,0.6264,79
2821,\x83f3dca87ee9879f5b15cfd9311e265455ec5717,,14 days,1.7297,195
2822,\x83f47b5833e30f71f3af7490f2938fba4ec67ef4,,27 days,0.4982,26
2823,\x84023510eeb4e745e52035ad42255a00a41e7f90,,281 days,6.0327,741
2824,\x840e3542230b6754799b24f90f223bfd0baff945,,107 days,0.5744,85
2825,\x8414fb1aeaa8fe404520161c30847fe88a08ba21,,159 days,8.7814,81
2826,\x841ae9ec0753a2514ccf618229f980c95e1e1594,,190 days,1.3438,33
2827,\x841e6b92124fcba8395421ae622ea2e0bcea7a93,,00:00:00,0.33,1
2828,\x842411ae8a8b8ec37bad5e63419740a2854e6527,,162 days,4.684,565
2829,\x8448049fef799aeefef596cb524ef65ed98f9b5c,,9 days,0.044,1
2830,\x8464533717e711d0b18322f12a99d8a44009bf9f,,3 days,0.2518,13
2831,\x846e49ece01ac637f57c2fdf3effe476b7001190,cactusplantfleamarket,155 days,12.718,280
2832,\x847f6bb9552347b8cbc9d582cc78182becbb32dd,,11 days,6.0825,138
2833,\x8488f78d943cf6b5e1231c5370fed186ba7a3044,,173 days,7.6395,329
2834,\x849cb659ac0b81f49af713dd7dbb69812eddf97d,,20 days,9.2578,221
2835,\x84a7b031d90b7d50f1c49bb0b6379b4306cd8a51,faia,63 days,10.0638,931
2836,\x84ae057efb7fcf5b1e8721b1e32fe2a00e69242b,,1289 days,1.7397,147
2837,\x84c42a0f1dff1bb673bccd63bca73e672225eda2,,425 days,3.4112,227
2838,\x84f3028236c9ab1b628e0ba7e7daed471f7a05d9,,154 days,11.1756,515
2839,\x84f764445555fbde0209b00b32ed85b6ccc33263,,361 days,6.5326,320
2840,\x850cae094ce34c564327818631287a75d3cee6ca,laggy,173 days,2.4938,382
2841,\x8515d9895730c99af97187e5ac854e21ed6b9e9b,,174 days,4.0497,88
2842,\x8517e0633f49ff1cd554b5a12337a27f807cd653,,147 days,1.7094,63
2843,\x8521b8f5d5937a2ae72c77ef8e57e10b9c88844f,,13 days,2.0051,36
2844,\x85298774c2dbbbb9191373a9bc14f4a9434e5ff4,,25 days,1.9412,121
2845,\x853b811892b8107860e8b71e670a83c462b4a507,,111 days,4.073,349
2846,\x853c6b9a02bb87fad5625485d6835692a8230773,,374 days,23.3992,1384
2847,\x8556a219ce6a15de6cb1cf91dec021ea39bc0d8c,,62 days,7.7904,54
2848,\x85603a042455d2f36f3ec52c1c756344aa70c5ef,,34 days,0.7596,84
2849,\x85789ef93518e217598257130d6d9d4279f2776e,,198 days,9.0025,880
2850,\x85844112d2f9cfe2254188b4ee69edd942fad32d,,75 days,35.4417,504
2851,\x85859b47bb62229039a4351c815871853ef46de8,,324 days,3.4156,311
2852,\x859183f384fe13b48bc0529162cc98f17ce6e5cd,,112 days,1.9872,61
2853,\x859a02399f1258fd0bf0588904f6c58bb7983f91,,9 days,0.0125,2
2854,\x859e7785ab5d5b11e29bb69c48cba5b8781d130d,,17 days,0.1449,9
2855,\x85f845b718fd3a4454a982b78acb080739146dc3,,71 days,0.561,33
2856,\x8604defa49ecb0da0bfcafc7b72efed93174f8c8,,360 days,1.6936,87
2857,\x8613017807c38bb4134628d2d4bb7a6ab043c48a,,497 days,6.3723,653
2858,\x86171037ff3ed9bb4f147afc92d6441f5a45a056,,00:00:00,0.0264,1
2859,\x861ee934d1010acfa641c8839ff5feacafbe675e,,7 days,2.7574,19
2860,\x86494a5eb108ca2068a5bd55f617d430bc6d5eba,,85 days,93.1041,984
2861,\x864970d250c3a2fef4e9d801537c644e8b72636f,,30 days,9.7679,732
2862,\x865c529f7053adc50ac9d3efc54d71db7b28907c,0xmummy,181 days,7.0899,492
2863,\x865e2d9a8c8087656630b6b2bee648b2f9cc3451,,1408 days,0.7787,86
2864,\x8660fc7f741cb63d1bcca4d78e8ffb7a3a59f4f1,hospitablebird,151 days,14.1949,1166
2865,\x866d058f2ce9da04138227f1e8d06c3f3e5604af,,198 days,0.75,80
2866,\x867e3feebbeb4dc9bc6f961f5e5f4ed512524686,,21 days,2.5371,34
2867,\x8683e39d80a673a573ab6dce7458be5d31914bab,,117 days,3.5371,211
2868,\x86ab4d22c55f260646dfd26a6c86ce87eefd115b,,3 days,0.6456,8
2869,\x86be7c25942c83584f257629048a89cef316f0bf,johns,915 days,51.0599,2411
2870,\x86cc7ad354441bae1304f55c1f6df8ba98d44af2,setanimals,69 days,2.3625,119
2871,\x86ce21dfa7385aae9a1744806d3fc10862407491,,1182 days,0.6233,97
2872,\x86cf5830fda642fc41d94e5afb0231cbf2769b6e,,16 days,2.2178,115
2873,\x86dae1230190920e75f17238b95d60f07305761d,,19 days,1.3531,84
2874,\x86e32e36de81de1cb7596921524bd9547f3f6a67,,92 days,2.5918,216
2875,\x86f39177283138fd6f5e344dfb78675ba4759ada,,181 days,12.1622,442
2876,\x86f8ed7dc066047838394e38a00abe445a22fdcd,seile,24 days,1.0123,51
2877,\x8709361c3479e60f1c281553b2a4ffb56598f051,cooling,1581 days,1.8193,220
2878,\x872be85af2c05fd78901a7556cd7200e2d2831ad,,53 days,0.2222,50
2879,\x874ce968c000a490726e1c2f21e5b0a3b8a09683,,123 days,2.1678,219
2880,\x874d3586054b57425bde8afdd982c44200f396bc,,38 days,0.6861,7
2881,\x875b15e2bb0563033c9389f0936c8cbfb3ccd641,,111 days,0.0118,3
2882,\x876eb0f53671dca4c0d0e4e72b2d2f0d7461ad9b,,37 days,10.3431,294
2883,\x8782b6e204d8e2c19e690dff4ace9bc85d9ffa4b,wallah,53 days,1.1424,96
2884,\x878c59e40e6fe8b256f088e5b06a2153af8263c5,,60 days,2.5751,87
2885,\x878e311af985787b1cf977b6b5bb533e8cd6f26b,,56 days,2.4609,47
2886,\x87907e5ac909454cc16dd503dc03ed8864eb7191,,514 days,1.224,56
2887,\x87952b066b9d1da876a3ca7bde6f0c9af30c1b8b,,139 days,0.66,34
2888,\x87968002e2ab5cec1617e4c1d397dc7f0bd14fc2,,77 days,1.4464,220
2889,\x879f36dcec0780ed7c0f863c9951cfe881f10144,koolkarlson3000,129 days,0.5628,69
2890,\x87c25527fa0252006aee05aaa338e4fb65a719fb,thethea,62 days,0.6944,79
2891,\x87c36ea040e8f4e5a4c0be426514484567d190db,,161 days,2.9074,104
2892,\x87cb48c49dcc67325c1ba73da598698822ef4acf,,57 days,13.706,78
2893,\x87d8caab9cf3148e67453bb97d08cf0a719369c2,,21 days,0.3576,12
2894,\x87eda78cb6950d72e3de201d05d7deab47b6963f,,00:00:00,1.241,1
2895,\x87f8d1c21c8a224b10721088b55e12f2ecb59539,,132 days,2.6202,58
2896,\x88004a0f6e7dfc2ef21c49b614eb0a3569e29525,bokchoy,191 days,3.4275,303
2897,\x8820768caedc113ba97dd749d948ad0fd91c52b6,mrroboto,513 days,6.8481,430
2898,\x8821cb75d18cbcfb7009adf90cbc391bb83929d7,,421 days,4.444,430
2899,\x8824c4242fe61cc54199bc2ecf8e601a972ea14e,,4 days,0.587,5
2900,\x882ff1134f17017fe2c1f4b464eee7d4f0b0d476,😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫•••,15 days,2.0279,90
2901,\x884b906be45340f967f7234ac63d854c6cc11f6f,avojos,179 days,4.9125,280
2902,\x884be9e43fec1f9e272bae79d68a8af31469b1d6,,162 days,0.7109,39
2903,\x88593cbada4a6224edd237b079e43486fb8a7ab8,,1053 days,1.9504,47
2904,\x88615548cc4af8175b8384b029ce6fab5679c92f,,3 days,0.6105,4
2905,\x886478d3cf9581b624cb35b5446693fc8a58b787,dailystats,182 days,40.7075,2000
2906,\x887ad06aeb5e32bbde10ae3bbcee373565976a55,,133 days,6.8427,102
2907,\x888f3be02a58e5c36e36a560a093e2ff4afbc3ee,,49 days,5.3832,400
2908,\x88923378021bea85f9b09ce571a309e12c7d2262,,250 days,86.7223,1930
2909,\x889d43a6f9c2e48b913559a1333ead19e6444499,foutty,160 days,0.9862,170
2910,\x88a48e05cdf0d64ac977e16805ffa90503448850,,00:00:00,0.0264,1
2911,\x88a6d547577c9d897c1d09d7e50a85ea6ccd1656,,261 days,4.5809,147
2912,\x88a6f6ac171e24be54d95dfa7ceff80ff185b346,,49 days,1.3124,162
2913,\x88aa631b427cf96d12d91885e7026a3636d90070,,147 days,1.5703,92
2914,\x88bb8b2b32201fa3ba9fcfbb757ac029f9989610,,162 days,11.7779,136
2915,\x88d3574660711e03196af8a96f268697590000fa,acgallery,267 days,5.462,561
2916,\x88d9664383de9f99e96b58c242b76a23e810079a,,8 days,0.3999,11
2917,\x88db7628f124fb389d96421f48d351e06ea30716,catdog,1429 days,29.2956,1924
2918,\x88e092adf7039676e6e16fb825004002f35763b2,ele,210 days,6.236,197
2919,\x88ea1ed94d67c81782b7585aadd7a43024d963de,,343 days,2.7758,137
2920,\x88eb415acff49b420dfd0ae81f8ad2e7a794126a,,7 days,0.1757,13
2921,\x88f09bdc8e99272588242a808052eb32702f88d0,jl2fa,1426 days,8.6087,651
2922,\x88f516c04969f470888473458b5e09342da08b7a,,1337 days,25.0925,1868
2923,\x88f7c5a29d8455cc5a801a8461e5eea903188881,,402 days,14.5698,962
2924,\x88ffb3edf7ba0b31044f7fbb9a9e9d64854f0e15,,79 days,2.0991,253
2925,\x891275bece71ad20b99947ef018a3130672544cf,,18 days,5.3288,64
2926,\x89601c127395d185f9b40fb53f53d5cf432d1fd1,raredude,383 days,20.6801,1175
2927,\x89653c7156ccc49be0e0b5ab63f2848296bb1a8d,,341 days,17.4577,856
2928,\x89800e0f5396b29770aaa109c1191db1241f34a9,,2 days,0.5696,7
2929,\x8989a26d82c14fc96e8c2abf3e8d60fc3c3f5eb3,,112 days,5.6893,174
2930,\x89923b2b5130bfe15252d24a37431357e708c3e2,,146 days,7.3115,371
2931,\x89bde316a5aa59d9995fc82b217308abae60257c,,127 days,12.4013,1090
2932,\x89cc08700dcba9d4bad5295dee2a111b90b39917,,325 days,5.6821,525
2933,\x89d73a8f14226bad6bdfff8282f69c2b7816a57b,,9 days,0.3633,37
2934,\x89e855b7a35255a95b4f66c6ee4b7b6dcb83388a,,26 days,0.6467,66
2935,\x89f974a6cb915735ce84091eaaf7b298672b75e6,,160 days,0.4022,33
2936,\x8a01c36c1af154e0573bbe155fe3a053e3d3ae78,,136 days,24.2518,926
2937,\x8a139b98325dba980db5812ae22e5cced6250cb0,,125 days,0.6896,18
2938,\x8a333a18b924554d6e83ef9e9944de6260f61d3b,st3ve,1000 days,10.0764,877
2939,\x8a3f3090e223d889313061447740938cb67fb3c6,,211 days,14.5638,281
2940,\x8a4ac0cd96828466e10ffe0c4839ee2a7a2fe76f,,136 days,19.2181,1285
2941,\x8a52636f20c500b2a007c8d01a79e83060607dac,,16 days,0.8058,14
2942,\x8a53b8b59877df193c6dae7b8d1d38251af563cf,,380 days,5.2553,220
2943,\x8a5ddb9eb977c318cd94bee73292d568af6c4145,,44 days,2.9566,32
2944,\x8a63c695f0752c7308e5c9b0f8cb7c6f51413ef0,,00:00:00,0.3391,1
2945,\x8a678ecdd40bb5a57b434bfd18adda3e95d7c85d,,12 days,1.8169,21
2946,\x8a935de8b48dc2c0fe759add2ec7b4312f4bae71,,1479 days,3.7302,476
2947,\x8ad6b45e67a31932354200990b007cf9efc1eb78,,53 days,7.3973,506
2948,\x8ad804aeb36449d17ca47f34061c8e9ce2363bec,,174 days,2.3769,41
2949,\x8addabf339c54aa0c6e8adb41c2cb2f1d68451f5,,318 days,41.6017,2569
2950,\x8af1d8a65628bab0c0e30a4e76931a9755d01b09,skollar,915 days,4.1115,282
2951,\x8b01553bce7f63864058dc632a25f2b0f56810c2,,136 days,5.9644,466
2952,\x8b078d0cc0f3b67f18c0877cc20519b04a427abe,,36 days,1.7496,157
2953,\x8b0e50ca841648bfe3ae26f9249feed729887601,,116 days,0.5967,37
2954,\x8b1b2986a16330cec57c5edd80b00321bf2679a1,,35 days,2.2753,92
